player_id,year,team
11632,2017,21
23947,2011,4
23947,2012,4
23947,2013,4
23947,2014,4
23947,2015,4
23947,2016,4
23947,2017,4
3542,2000,16
3542,2001,16
3542,2002,16
3542,2003,16
3542,2003,18
3542,2004,18
8648,1970,23
8648,1971,23
8648,1972,23
8648,1973,23
8648,1974,23
8648,1975,23
8648,1975,20
8648,1976,27
23296,2014,26
4817,1993,1
4817,1994,1
4817,1995,1
16020,2015,12
16020,2016,12
10036,1980,23
23976,1987,16
9713,2007,30
9713,2008,30
9713,2009,30
9713,2010,30
9713,2011,26
9713,2012,26
9713,2013,26
9713,2014,29
15272,1980,15
15272,1981,15
15272,1982,15
15272,1983,15
15272,1984,15
15272,1985,15
15272,1986,15
15272,1987,15
15272,1988,15
15272,1989,31
15272,1990,31
15272,1991,19
24185,1982,19
24185,1983,19
24185,1984,19
15105,2014,5
15105,2015,5
15105,2015,1
15105,2016,9
15105,2017,9
13284,1996,14
13284,1997,14
13284,1999,25
13284,2000,25
11669,1990,22
11669,1991,22
11669,1992,30
23478,1970,24
23478,1971,24
23478,1972,24
23478,1973,24
23478,1974,24
23478,1975,24
23478,1976,24
23478,1977,30
23478,1978,30
23478,1979,30
23478,1980,30
10371,1987,13
547,1987,447
547,1987,22
547,1988,22
547,1989,27
547,1990,27
547,1991,27
547,1992,16
547,1993,16
16023,1982,12
16023,1983,12
16023,1984,12
16023,1985,12
16023,1986,12
16023,1987,12
16023,1988,12
16023,1989,12
16023,1990,12
16023,1991,12
16023,1992,12
16023,1993,12
646,1987,23
22041,1990,27
22041,1991,27
9814,2001,18
9814,2002,25
5764,1985,22
5764,1986,22
5764,1987,22
5764,1988,22
5764,1989,22
5764,1990,22
5764,1991,22
5764,1992,22
5764,1993,22
5764,1994,28
5764,1995,28
5764,1996,31
5764,1996,4
5764,1997,31
5764,1998,31
5764,1999,22
11746,1984,23
10263,2011,13
10263,2012,13
10263,2013,13
10263,2014,13
10263,2015,13
10263,2016,13
10263,2017,13
19245,1956,19
19245,1957,19
23747,1987,30
23830,2016,21
23830,2017,21
6067,1984,29
6067,1985,29
24207,2004,2
19839,1996,1
3545,1994,14
3545,1995,14
3545,1996,14
3545,1997,14
3545,1998,14
3545,1999,14
3545,2000,14
3545,2001,14
3545,2002,14
3545,2003,14
3545,2004,14
3545,2005,14
24809,2000,24
24809,2001,24
24809,2002,24
24809,2003,24
24809,2003,2
24809,2004,2
3956,2001,14
2510,2001,9
10693,2010,10
15060,2014,8
15060,2015,8
15060,2016,8
15060,2017,8
7259,1975,1
7259,1976,1
7259,1977,1
7259,1978,1
7259,1979,1
7259,1980,1
7259,1982,31
7259,1983,31
7259,1984,31
7259,1985,31
7259,1986,31
7259,1987,31
7259,1987,1
7259,1988,1
23515,1992,2
23515,1993,2
23515,1994,2
23515,1995,8
23515,1997,5
23515,1998,5
23515,1999,5
23515,2000,5
23515,2001,5
23515,2002,4
10595,2011,20
10595,2012,20
10595,2013,20
10595,2014,20
4182,2001,29
16732,1997,5
16732,1998,5
16732,1999,5
22885,1984,7
20950,2000,6
20950,2002,6
20950,2003,12
23110,1991,14
23110,1992,14
22943,1987,1
22943,1988,1
22943,1989,1
22943,1990,1
22943,1991,1
22943,1992,32
22943,1993,13
22943,1994,13
22943,1995,13
22943,1996,13
22943,1997,1
22943,1998,25
8344,2000,24
8344,2001,24
8344,2002,24
8344,2003,24
8344,2004,20
8344,2005,20
17012,1973,13
17012,1974,13
17012,1975,13
17012,1977,4
22975,1970,5
22975,1971,5
22975,1972,5
9772,1979,20
9772,1980,20
24401,2011,26
24401,2012,26
24401,2013,26
24401,2013,15
24401,2013,18
16522,1962,15
23435,1994,9
23435,1995,9
23435,1996,9
23435,1996,5
23435,1997,9
24297,2014,10
24297,2015,10
24297,2016,10
24297,2017,10
2936,2010,21
2936,2011,21
2936,2012,21
2936,2014,21
2936,2015,21
2936,2016,21
2936,2017,21
9647,2001,8
9647,2002,8
9647,2003,8
9647,2004,8
9647,2005,18
9647,2006,18
9647,2007,18
9647,2008,18
9647,2009,24
20786,1987,28
4138,1987,1
24211,1987,7
10491,2006,2
12990,1974,15
12990,1975,15
12990,1976,15
12990,1977,15
12990,1978,15
12990,1979,15
12990,1980,15
12990,1981,15
12990,1982,15
12990,1983,15
12990,1984,15
12990,1985,15
12990,1986,15
19031,2011,17
19031,2012,17
10945,1971,13
10945,1972,13
14394,1958,20
14394,1960,4
14394,1961,4
14394,1962,4
14394,1963,4
14394,1964,4
14394,1965,4
14394,1966,4
14394,1967,4
14394,1968,4
14394,1969,4
14394,1970,4
14394,1971,4
14394,1972,4
14394,1973,29
23206,1987,17
1700,2003,18
16441,2001,18
16441,2002,18
16441,2004,32
10083,1950,7
10083,1951,7
10839,2004,29
10839,2005,29
10839,2006,29
10839,2007,29
10839,2008,29
10839,2009,29
10839,2010,29
10839,2011,29
10839,2012,29
10839,2013,28
10839,2014,28
10839,2015,1
1034,1982,4
1034,1983,4
1034,1984,4
1034,1985,4
1034,1986,4
1034,1987,4
1034,1988,4
20682,1991,7
772,1998,2
772,1999,2
772,1999,14
772,2003,22
15934,1998,22
15934,1999,22
15934,2000,22
15934,2001,22
15934,2002,22
15934,2003,22
15934,2004,22
15934,2005,15
15934,2006,15
15934,2007,1
15934,2008,1
15934,2009,1
15934,2010,1
15934,2010,22
15934,2010,10
15934,2012,31
9985,2005,12
9985,2006,12
9985,2007,12
1409,2007,23
1409,2008,23
1409,2009,23
23611,1977,27
4174,1976,30
4174,1978,20
4174,1979,20
27,1983,5
27,1984,30
27,1985,4
27,1987,9
10361,1987,27
15404,1979,19
15404,1980,19
15404,1981,19
15404,1982,19
15404,1983,19
15404,1984,19
15404,1985,19
15404,1986,19
15404,1987,19
1582,1960,18
1582,1961,18
9065,1978,19
14098,2012,11
14098,2013,14
14098,2014,14
14098,2015,14
14098,2016,14
14098,2017,14
15657,2016,5
15657,2017,5
15048,1983,12
15048,1984,12
20826,2003,18
5955,1970,6
5955,1971,6
5955,1972,6
5955,1974,6
5955,1975,1
5955,1975,13
15789,1974,18
15789,1975,17
19792,2004,22
19792,2005,22
19792,2006,22
19792,2007,22
19792,2010,19
19792,2011,19
12042,1967,17
12042,1970,17
12042,1971,17
7201,1987,26
7061,2004,16
7061,2006,16
7061,2007,16
7061,2008,16
7061,2009,16
7061,2010,16
7061,2011,16
7061,2012,16
7061,2013,16
7061,2014,16
7061,2015,16
901,1995,18
901,1999,13
7931,1986,12
7931,1987,12
7931,1988,12
7931,1989,12
7931,1990,12
7931,1991,12
7931,1992,12
7931,1993,12
7931,1994,12
7931,1995,11
10157,2016,15
10157,2017,15
14510,1950,20
14510,1951,20
14510,1952,20
3608,1987,9
22349,1963,12
2447,1976,1
2447,1977,1
2447,1978,1
2447,1979,1
2447,1980,1
2447,1981,1
2447,1982,1
2447,1983,1
2447,1984,1
2447,1985,1
2447,1986,1
2447,1987,1
12878,2008,21
12878,2013,27
12878,2014,27
12878,2015,27
11479,1984,13
11479,1985,13
4931,2013,9
4931,2015,29
4269,2017,22
5515,1974,19
5515,1975,19
8334,1982,24
8334,1983,24
8334,1984,24
8334,1985,24
14798,1987,3
4775,1996,27
10984,1987,26
24633,2008,7
24633,2009,7
681,2009,29
681,2010,26
18156,2010,27
17130,2016,14
17130,2017,14
23066,2015,15
23066,2016,15
23066,2017,15
18115,2000,28
18115,2001,28
18115,2002,28
18115,2003,28
18115,2004,28
18115,2005,28
18115,2006,30
18115,2007,30
2833,2002,18
2833,2003,18
2833,2004,18
2833,2004,8
2833,2005,8
2833,2006,31
2833,2008,27
2833,2009,27
21742,2014,5
21742,2015,5
21742,2016,5
23352,1976,27
23352,1977,27
23352,1978,27
23352,1979,27
23352,1980,27
23352,1981,27
23352,1982,27
23352,1983,27
23352,1984,27
7874,2011,16
7874,2012,16
7874,2013,16
7874,2014,16
7874,2015,4
7874,2016,4
7874,2017,12
18494,1985,2
18494,1986,2
18494,1987,2
18494,1988,2
18494,1990,16
18494,1990,22
18494,1991,22
18494,1992,22
18494,1993,22
18494,1994,22
18494,1995,22
11416,2013,15
16474,1988,22
16474,1989,22
16474,1990,22
16474,1991,22
16474,1992,22
16474,1993,19
16474,1994,9
6049,1996,13
6049,1997,13
6049,1997,29
11571,2011,4
2232,1995,8
2232,1996,5
2232,1997,5
2232,1998,5
23752,2013,12
11430,2003,15
11430,2004,15
11430,2005,32
10141,2016,8
10141,2017,8
23080,1970,21
23080,1971,28
8549,1967,22
8549,1969,22
8549,1970,22
8549,1971,22
8549,1972,20
8549,1973,20
8549,1974,20
8549,1975,23
8549,1976,22
8549,1977,22
3681,1987,2
22263,1978,31
18190,2005,10
21473,1970,13
21473,1971,13
21473,1972,13
21473,1973,13
21473,1974,13
3190,2012,25
3190,2013,25
3500,1974,5
3500,1975,5
3500,1976,5
3500,1977,5
3500,1978,5
3500,1979,5
3500,1980,5
3500,1981,5
3500,1982,30
3500,1983,16
21687,1992,17
21687,1993,17
21687,1994,17
21687,1995,4
24718,2007,3
2325,2014,19
2325,2015,19
2325,2016,19
2325,2017,19
3541,1965,16
3541,1965,4
1886,1987,31
4768,1980,3
4768,1981,3
4768,1982,3
4768,1983,3
4768,1985,3
4768,1986,31
4768,1987,31
4768,1988,9
4768,1988,2
17621,1984,6
6628,1998,4
6628,1999,4
6628,2000,4
6628,2001,4
6628,2002,4
6628,2003,4
6628,2004,4
6628,2005,4
6628,2006,18
6628,2007,19
6628,2008,19
20253,1965,29
16922,2002,12
8283,1960,4
8283,1961,4
8283,1962,4
8283,1963,4
8283,1964,4
8283,1965,4
8283,1966,4
8283,1967,4
8283,1970,4
8283,1971,4
8283,1972,4
4885,1968,2
4885,1969,2
4885,1970,2
4885,1971,2
4885,1972,2
4885,1973,2
4885,1974,2
4885,1976,20
4885,1977,20
4885,1978,20
4885,1979,2
15807,1977,28
15807,1978,28
15807,1979,28
15807,1980,7
15807,1981,28
15381,1996,1
15381,1996,3
15381,1997,1
15381,1998,1
15381,1999,1
15381,2000,1
15381,2001,1
15381,2002,1
15381,2003,3
15381,2004,3
15381,2005,3
15381,2006,28
15381,2007,28
15381,2008,28
15381,2009,30
15381,2010,30
23593,1977,6
1168,1992,21
1168,1994,32
1168,1995,16
20915,1966,29
20915,1967,29
12605,1973,13
19325,1991,27
19325,1992,27
16718,1964,12
6066,1976,8
6066,1977,8
6066,1978,12
18416,1956,24
18416,1957,24
18416,1959,24
18416,1960,17
18416,1961,22
18416,1962,22
18416,1963,22
18416,1964,22
7202,1962,4
6829,1981,16
6829,1982,16
6829,1983,16
6829,1984,16
6829,1985,16
6829,1985,24
6829,1986,24
6829,1987,24
6829,1988,24
6829,1989,24
6829,1990,24
21083,1986,29
24009,1990,17
24009,1991,17
24009,1992,17
24009,1993,17
24009,1994,17
24009,1995,17
24009,1996,5
24009,1996,17
3532,2016,2
3532,2017,2
17040,2014,27
17040,2015,27
17040,2016,27
17040,2017,27
6318,2013,6
6318,2014,6
6318,2015,6
6318,2016,6
6318,2017,6
11177,1974,12
11177,1975,12
11177,1976,12
11177,1977,12
11177,1978,12
11177,1979,12
11177,1980,12
11177,1982,28
11177,1983,28
11177,1984,28
11177,1985,28
11177,1986,28
11177,1987,28
11177,1988,19
7787,1998,28
7787,1999,28
7787,2000,28
7787,2001,8
13707,1973,1
13707,1974,1
13707,1975,1
13707,1976,1
13707,1977,1
13707,1978,1
13707,1979,1
13707,1980,1
14862,2008,3
14862,2009,3
14862,2010,3
14862,2011,3
14862,2012,3
14862,2013,3
14862,2014,3
14862,2015,3
14862,2016,17
13719,2011,9
12870,2016,19
12870,2017,19
23469,1972,26
753,1999,23
21292,1995,7
21292,1996,7
21292,1997,7
21292,1998,7
21292,1999,7
21292,2000,7
21292,2001,7
21292,2002,7
21292,2003,23
21292,2004,5
21292,2005,5
2763,1987,15
13422,1981,7
13422,1982,7
13422,1983,7
13422,1984,7
13422,1985,7
13422,1986,7
13422,1987,7
13422,1988,7
13422,1989,7
13422,1990,7
13422,1991,7
13422,1992,7
11414,1987,447
11438,1995,11
18252,1970,1
18252,1971,16
18252,1972,28
18252,1973,28
18252,1974,28
18252,1976,3
5931,1972,16
15989,2004,24
15989,2005,24
15989,2006,24
15989,2007,24
15989,2008,24
15989,2009,24
15989,2010,24
15989,2011,24
15989,2012,24
15989,2013,24
15989,2014,24
15989,2015,24
15989,2016,24
15989,2017,24
23448,1998,14
23448,1999,14
23448,2000,21
23448,2001,21
23448,2002,21
23448,2003,17
23448,2004,17
23448,2005,24
9960,1984,26
9960,1985,26
9960,1986,17
9960,1987,17
9960,1988,17
9960,1989,17
9960,1990,17
9960,1991,19
9960,1993,31
9960,1993,12
9960,1994,32
9960,1995,32
9960,1996,32
17112,1983,5
17112,1984,9
14467,2014,2
14467,2015,2
14467,2016,26
14467,2017,462
3721,1987,18
3166,1990,21
3166,1991,21
3166,1992,21
3166,1993,21
3166,1994,21
3166,1995,21
3166,1996,21
3166,1997,21
3166,1998,21
3166,1999,21
3166,2000,21
3166,2001,21
9227,1993,1
9227,1994,1
9227,1994,30
9227,1995,30
9227,1996,30
9227,1997,30
9227,1998,30
9227,1998,28
9227,1999,28
48,1971,13
48,1972,13
48,1973,4
48,1974,4
48,1975,23
48,1976,23
15251,1975,21
20848,1999,21
20848,2000,21
20848,2001,22
3270,1974,3
3270,1975,3
3270,1975,1
3270,1976,1
3270,1977,1
3270,1978,1
3270,1979,1
3270,1980,1
3270,1981,1
3270,1982,17
13178,2016,1
13178,2017,8
9304,1950,7
961,1970,5
19691,1970,19
19691,1971,19
19691,1972,19
19691,1973,19
19691,1974,19
19691,1975,19
8547,2016,447
3083,1981,20
3083,1982,20
3083,1983,20
3083,1984,20
3083,1985,20
3083,1986,20
3083,1987,20
3083,1988,20
3083,1989,31
3083,1990,31
3083,1991,31
18340,2002,5
18340,2003,5
18340,2004,5
18340,2005,5
18340,2006,5
18340,2007,5
18340,2008,5
18340,2009,5
18340,2010,5
18340,2011,5
18340,2012,5
18340,2013,12
18340,2013,4
15086,1956,19
15086,1957,19
15086,1958,21
15086,1960,21
15086,1961,7
9229,1993,27
9229,1994,27
15557,1980,24
15557,1980,8
4160,2005,24
4160,2006,24
4160,2007,24
4160,2008,24
4160,2009,12
4160,2010,12
4160,2011,12
4160,2012,12
11804,1982,31
11804,1983,31
11804,1983,27
11804,1984,2
22605,2016,2
22605,2017,2
24473,2013,3
3670,1987,12
3670,1988,12
3670,1989,24
3670,1990,24
3670,1991,24
3670,1992,24
3670,1993,24
10130,2009,19
1643,1951,31
1643,1952,31
12761,2003,23
10586,2014,31
10586,2015,31
10586,2016,31
10586,2017,31
7048,1995,7
7048,1996,7
7048,1996,4
7048,1996,3
7048,1997,7
7048,1997,4
7048,1998,7
7048,1999,7
7048,2000,7
7048,2001,7
7048,2002,7
6233,1968,24
6233,1969,24
6233,1970,24
6233,1972,24
668,2015,11
668,2016,11
668,2016,18
668,2017,18
14625,2003,19
10826,1970,14
10826,1971,14
10826,1972,14
10826,1972,8
10811,2006,28
11377,2013,13
11377,2014,6
11377,2015,20
14374,2009,3
14374,2010,3
14374,2011,4
14374,2012,4
24384,1996,2
24384,1997,2
24384,1998,2
24384,1999,2
24384,2000,2
24384,2001,26
24384,2002,26
24384,2002,16
24384,2003,16
24384,2004,16
24384,2005,16
9236,1986,21
9236,1987,21
9236,1988,21
9236,1989,21
9236,1990,21
9236,1991,31
9236,1992,31
9236,1993,17
9236,1994,31
9236,1995,31
757,2010,19
757,2011,19
18035,1992,16
18035,1993,16
18035,1994,16
18035,1995,16
18035,1996,16
18035,1997,16
18035,1997,13
18035,1997,20
18035,1998,20
18035,1999,16
18035,2000,24
5231,1994,16
5231,1995,16
5231,1996,16
5231,1997,16
5231,1997,26
22057,2012,23
22057,2013,11
22057,2014,11
22057,2015,20
22057,2016,20
22057,2017,20
11200,2014,22
11200,2015,22
11200,2016,22
23557,1969,2
23557,1970,2
23557,1971,1
23557,1972,1
14352,1974,26
14352,1975,26
14352,1976,26
14352,1977,7
14352,1978,7
14352,1978,27
14352,1978,12
14352,1978,20
11417,1988,13
11417,1990,19
11417,1991,19
11417,1992,19
10790,2001,26
22563,1988,3
22563,1989,3
22563,1989,1
3356,1987,26
3356,1988,26
3356,1989,21
3356,1990,21
3356,1991,21
3356,1992,21
3356,1993,21
18616,1997,2
18616,1997,30
18616,1998,5
18616,1999,5
18616,2000,5
18616,2001,5
18616,2002,22
18616,2003,6
18616,2005,8
4300,1978,29
4300,1979,29
4300,1980,29
4300,1981,29
4300,1982,29
359,1970,19
359,1971,19
359,1972,19
359,1973,12
359,1974,12
359,1975,12
359,1976,12
359,1977,5
359,1978,5
359,1979,5
359,1980,5
17840,1961,7
17840,1963,7
17840,1964,7
17840,1967,447
17840,1969,447
17840,1970,447
17840,1971,19
17840,1972,19
17840,1973,19
9379,1970,24
12929,1973,24
12929,1974,24
12929,1975,24
12929,1976,24
12929,1977,24
12929,1978,16
12929,1980,16
12929,1981,16
12929,1982,21
24059,2013,3
24059,2014,3
24059,2015,3
24059,2016,3
24059,2016,9
11456,1987,12
11456,1988,12
11456,1989,26
9906,2004,20
7508,1976,24
7508,1978,24
7508,1979,24
4246,2015,1
4246,2016,1
4246,2017,30
635,2013,7
11253,1965,1
11253,1966,1
22426,2008,14
22426,2010,19
