player_id,year,team
15677,1989,20
15677,1990,20
15677,1991,20
15677,1992,20
15677,1993,20
15677,1994,6
15677,1995,8
15677,1995,2
24618,1980,2
24618,1981,2
24618,1982,2
24618,1983,2
24618,1984,7
24618,1985,7
5839,2014,21
3385,2011,1
3385,2012,1
3385,2013,1
3385,2014,1
3385,2015,1
3385,2016,1
3385,2017,1
24645,1982,7
24645,1983,7
24645,1984,7
24645,1985,7
24645,1986,7
24645,1987,27
21907,1990,4
21907,1991,4
537,1987,17
18916,2009,19
18916,2012,26
17102,1994,4
7678,2015,31
2546,2013,5
2546,2014,5
2546,2015,5
2546,2016,11
2546,2016,4
11461,1986,20
11461,1987,20
5163,1984,29
3449,1971,17
3449,1972,17
3449,1973,17
3449,1974,17
3449,1975,17
3449,1976,17
3449,1977,17
3449,1978,17
3449,1979,17
3449,1980,17
3449,1981,17
3449,1982,17
3449,1983,17
3449,1984,18
16111,1975,23
16111,1976,23
16111,1977,23
22581,1985,7
22581,1987,7
23044,1989,32
23044,1990,32
23044,1991,32
23044,1992,32
23044,1992,19
23044,1993,19
17718,2012,13
17718,2013,13
17718,2014,13
17718,2015,13
17718,2016,13
17718,2017,28
4588,1999,20
4588,2001,31
4588,2002,31
4588,2002,19
4588,2003,22
4588,2004,22
4588,2005,18
4588,2005,17
4588,2005,31
13931,1980,7
13931,1981,7
13931,1983,7
13931,1984,7
13931,1985,7
13931,1986,7
13931,1987,7
13931,1988,16
13931,1989,4
12307,1995,25
12307,1996,25
12307,1996,13
12307,1997,25
12307,1999,9
14703,2000,24
14703,2001,24
14703,2002,24
14703,2003,24
14703,2004,24
14703,2005,2
14703,2006,11
25008,1986,22
25008,1987,22
25008,1988,22
25008,1989,22
25008,1990,22
25008,1991,22
25008,1992,22
25008,1993,14
25008,1994,14
25008,1995,14
25008,1996,14
25008,1996,1
25008,1997,14
929,1977,31
929,1978,31
3624,1967,20
3624,1970,20
18601,1998,25
18601,1999,25
18601,2000,25
18601,2001,25
18601,2002,25
21824,1969,24
21824,1970,24
21824,1971,24
21824,1972,24
21824,1973,24
21824,1974,24
21824,1975,24
21824,1976,12
1861,1988,8
1861,1989,8
1861,1990,8
1861,1991,8
1861,1991,16
1861,1992,16
1861,1993,23
19383,1997,25
19383,1998,25
19383,1999,8
19383,2000,8
19383,2001,8
9250,1996,24
18329,1998,24
18329,1999,24
2205,1969,17
2205,1970,17
2205,1971,17
2205,1972,17
2205,1973,17
2205,1974,17
2205,1975,17
2205,1976,17
2205,1977,29
18552,2001,5
18552,2002,5
18552,2003,5
18552,2004,5
18552,2005,5
7125,2014,13
7125,2015,13
7125,2016,13
7125,2017,13
4535,1968,8
4535,1970,8
4535,1971,8
4535,1972,8
4535,1973,8
4535,1974,8
6684,2016,9
6684,2017,9
10528,1986,30
10528,1987,30
10528,1988,30
10528,1989,30
10528,1990,30
10528,1991,30
10528,1992,30
10528,1993,30
10528,1994,30
10528,1995,32
9877,2000,3
9877,2001,3
7892,2014,30
7892,2015,30
7892,2016,30
7892,2017,31
22394,1997,26
22394,1998,26
22394,1999,26
22394,2000,26
22394,2002,21
24878,2003,14
24878,2004,14
9376,1970,19
9376,1971,19
9376,1972,19
9376,1973,19
9376,1974,19
9376,1975,19
9376,1976,19
9376,1977,19
20134,1999,7
20134,2000,7
4770,2014,22
4770,2015,22
21047,1970,1
21047,1971,1
21047,1972,1
21047,1973,1
14562,1954,7
1655,1974,5
11788,2004,21
14639,1981,19
14639,1982,19
14639,1983,20
17634,1977,24
17634,1978,24
17634,1979,5
17634,1980,5
17634,1981,5
21676,1970,26
21676,1971,4
15848,1960,15
15848,1961,15
6877,1979,5
6877,1980,5
5298,1988,15
5298,1989,15
5298,1990,15
5298,1991,15
5298,1994,15
13589,1964,13
13589,1967,13
13589,1971,13
13589,1972,13
11187,1976,18
11187,1977,18
11187,1978,18
11187,1979,18
11187,1980,18
11187,1981,18
11187,1982,18
11187,1983,18
11187,1984,14
11187,1985,14
9633,1989,447
9633,1990,447
9633,1991,447
9633,1992,447
9633,1993,447
9633,1994,447
15222,2016,4
1388,1977,13
1388,1978,13
1388,1979,13
1388,1980,13
1388,1981,13
1388,1982,13
1388,1983,13
1388,1984,13
3640,1991,7
3640,1992,13
3640,1993,13
3640,1994,13
3640,1995,13
3640,1996,13
16605,2015,18
16605,2016,18
16605,2017,31
6874,2015,19
6874,2016,16
9157,1978,19
9157,1979,19
9157,1980,20
4624,1988,28
4624,1989,28
4624,1990,28
4624,1990,8
4624,1991,30
15337,2000,29
15337,2002,30
12250,1964,16
12250,1965,12
24328,1984,30
18105,1977,4
18105,1978,4
18105,1979,4
18105,1980,5
18105,1981,19
5090,2007,27
5090,2008,29
5090,2009,29
5090,2010,29
11028,1971,22
11028,1972,28
11028,1973,21
11028,1974,21
20159,2000,28
14515,1976,28
14515,1977,28
14515,1978,28
14515,1979,28
14515,1980,28
18464,2015,28
5112,1974,8
5112,1975,8
5112,1976,8
5112,1977,8
5112,1978,8
8534,1994,22
8534,1995,22
8534,1996,22
8534,1997,22
8534,1998,22
8534,1999,22
8534,2000,22
8534,2001,22
8534,2002,8
8534,2003,8
8534,2004,8
8534,2005,32
8534,2006,32
24301,1987,447
9938,1968,20
13735,1972,29
13735,1972,3
8386,1999,28
6693,1996,17
6693,1997,17
6693,1998,17
9928,2011,25
9928,2011,9
10487,1979,12
10487,1980,12
10487,1981,12
10487,1982,12
10487,1983,12
10487,1984,12
20706,2014,17
20706,2015,17
20706,2016,17
20706,2017,30
1833,1998,21
1833,1998,6
10111,1969,23
10111,1970,23
10111,1971,23
10111,1972,23
10111,1973,23
10111,1973,19
3480,2017,26
8003,2017,27
14964,2003,17
14964,2004,17
14964,2005,17
14964,2006,22
14964,2008,30
11611,2007,21
11611,2008,21
11611,2009,21
11611,2010,21
11611,2011,21
11611,2012,21
11611,2013,21
11611,2014,15
11611,2015,21
773,1970,6
773,1971,6
773,1972,6
773,1973,6
773,1974,6
773,1975,13
22127,2008,20
22127,2009,20
22127,2010,20
22127,2013,20
17826,2012,2
17826,2013,8
11541,2016,1
22564,1968,2
16683,2007,23
5780,1978,6
5780,1979,6
3492,1985,7
3492,1986,7
3492,1987,7
3492,1988,7
22476,1968,3
22476,1969,16
18767,2000,22
18767,2001,22
18767,2002,22
18767,2003,22
18767,2004,20
18767,2005,20
18767,2006,20
18767,2007,20
18767,2008,20
18767,2009,20
18767,2010,29
18767,2011,29
7467,1972,7
7467,1973,7
7467,1974,7
7467,1975,7
7467,1976,7
7467,1977,7
7467,1978,7
7467,1979,7
7467,1980,7
7467,1981,24
9275,2002,17
9275,2003,17
10510,2015,22
10510,2016,22
10510,2017,22
14627,2005,19
14627,2007,5
14627,2008,5
10142,1983,31
10142,1984,31
10142,1986,31
10142,1987,31
10142,1988,31
10142,1989,31
23434,2016,4
7402,1998,4
7402,1999,4
7402,2000,4
7402,2001,8
7402,2003,27
24400,2013,23
24400,2014,23
24400,2015,23
24400,2016,23
13680,1999,18
13680,2001,18
13680,2002,18
10501,1976,6
10501,1977,6
10501,1978,6
10534,1987,21
12177,1960,15
5365,1999,8
5365,2000,8
5365,2001,8
5365,2002,8
5365,2003,8
5365,2004,8
5365,2005,8
5365,2006,8
5365,2007,8
5365,2008,8
5365,2009,8
5365,2010,8
5365,2011,8
5365,2012,8
5365,2013,31
5365,2014,31
5365,2015,31
5365,2016,31
5365,2017,32
1449,1960,4
19658,1966,3
17462,2002,23
17462,2003,23
17462,2004,23
17462,2005,23
17462,2006,23
17462,2007,23
17462,2008,23
17462,2009,23
8238,2001,32
8238,2002,32
8238,2003,32
8238,2004,2
14945,2002,2
14945,2003,2
14945,2004,2
14945,2005,2
14945,2006,2
14945,2007,29
14945,2008,29
14945,2009,29
14945,2010,16
14945,2011,16
14945,2012,16
23813,1988,20
23813,1989,20
23813,1990,24
23813,1991,24
23813,1992,24
23813,1993,6
446,1978,7
446,1980,30
446,1981,30
446,1982,30
24506,1987,8
24506,1988,8
24506,1989,20
24506,1990,13
24506,1991,13
24506,1992,21
24506,1993,21
24506,1994,21
24506,1995,21
24506,1996,21
24506,1997,21
24506,1998,21
24506,1999,21
24506,2000,21
24506,2001,21
24506,2002,21
20021,1999,7
20021,2000,7
20021,2001,7
20021,2002,11
20021,2003,3
20021,2004,3
20021,2004,16
3712,1990,32
3712,1991,32
3712,1992,32
3712,1993,32
3712,1994,32
3712,1995,32
3712,1996,32
3712,1997,32
3712,1998,32
3712,1999,19
3712,2000,19
3712,2001,3
3712,2002,3
3712,2003,1
11722,1989,17
4143,1999,30
4143,2000,30
4143,2001,30
4143,2002,30
4143,2003,30
4143,2004,30
4143,2005,32
4311,1981,447
4311,1982,447
4311,1983,447
4311,1984,447
4311,1985,447
4311,1987,447
4311,1988,447
4311,1989,16
16447,2009,15
16447,2010,12
16447,2010,29
16447,2011,29
23638,2015,5
4691,2014,30
4691,2015,30
4691,2016,30
4691,2017,31
7140,1988,26
7140,1989,26
7140,1990,26
7140,1991,26
5499,2002,3
5499,2003,3
5499,2004,3
5499,2005,3
5499,2006,3
5499,2007,3
5499,2008,3
5499,2009,3
5499,2010,12
1158,2000,32
1158,2001,32
1158,2002,32
1158,2003,32
1158,2004,4
1158,2005,4
1158,2006,4
1158,2007,4
1158,2008,4
11941,1962,20
16761,2008,12
16761,2009,12
16761,2010,12
16761,2010,27
16761,2011,27
1731,1986,6
1731,1987,6
1731,1988,6
1731,1989,6
1731,1990,6
1731,1991,6
1731,1992,21
17429,1987,1
17429,1988,1
17429,1989,1
17429,1990,1
17429,1991,14
17429,1992,14
9305,1981,1
15675,2009,27
13754,2005,32
12934,1966,15
12934,1970,1
12934,1971,1
10013,1970,19
10013,1971,23
10013,1972,29
10013,1972,14
2945,1996,11
17491,2005,18
17491,2006,26
17491,2007,29
17491,2010,25
3186,1994,14
3186,1995,25
24936,1950,447
24936,1951,447
24936,1952,447
24936,1953,447
24936,1954,447
24936,1955,447
24936,1956,447
24936,1957,447
24936,1958,7
8439,1971,3
8439,1972,3
8439,1973,3
8439,1974,3
8439,1975,3
8439,1976,3
8439,1977,3
8439,1978,3
8439,1979,3
24249,2010,32
24249,2011,32
24249,2013,30
24249,2013,11
871,1971,17
871,1972,17
871,1973,17
871,1974,17
8649,1993,6
17466,1968,6
17466,1969,6
17466,1970,6
17466,1971,6
17466,1972,6
17466,1975,13
18887,1987,4
19946,1999,31
19946,2000,22
19946,2001,22
5821,1979,24
5821,1980,24
5821,1981,24
5821,1982,24
5821,1983,24
5821,1984,24
5821,1985,24
5821,1986,24
5821,1987,24
3196,2014,25
15446,1982,17
15446,1983,17
15446,1984,17
15446,1985,14
15446,1987,15
7040,2008,13
7040,2009,13
7040,2010,13
7040,2011,13
7040,2012,13
7040,2013,13
7040,2014,16
7040,2015,16
7040,2016,16
3543,1984,22
15738,1990,2
15738,1992,8
15738,1993,8
15738,1994,8
15738,1995,8
15738,1996,5
15738,1997,5
15738,1998,5
15738,1999,5
14968,1990,1
14968,1991,1
14968,1992,1
14968,1993,1
14968,1994,23
24391,1987,16
24391,1988,16
24391,1989,32
24391,1990,2
24391,1991,447
24391,1992,4
24391,1993,4
24391,1993,2
24391,1993,31
24391,1994,27
24391,1995,3
13801,1961,7
13801,1962,7
13801,1963,7
13801,1964,17
13801,1965,7
19183,1990,28
23371,1984,17
23371,1985,17
23371,1986,17
23371,1987,17
23371,1988,17
23371,1989,17
23371,1990,17
23371,1991,17
23371,1992,17
23371,1993,17
23371,1994,32
23371,1995,32
22624,1962,5
22624,1963,4
22624,1964,4
22624,1965,4
22624,1966,4
22624,1967,4
22624,1968,4
22624,1969,4
22624,1970,1
6452,1969,14
6452,1970,14
13212,2017,8
16200,1987,14
16200,1988,14
16200,1989,14
16200,1990,14
16200,1991,14
16200,1992,14
9130,1987,14
18853,1992,12
18853,1993,12
18853,1994,12
18853,1995,12
18853,1996,11
18853,1996,2
18853,1996,1
18853,1997,11
18853,1997,2
18853,1997,1
18853,1998,10
18853,1999,10
18853,2000,10
18853,2001,10
18853,2002,3
18724,1989,9
18724,1990,28
18724,1991,28
18724,1992,28
18724,1993,28
18724,1994,28
18724,1995,8
18724,1996,11
18724,1996,21
18724,1997,13
18724,1998,13
18724,1999,13
18724,2000,15
16689,1970,15
16689,1971,15
16689,1972,15
16689,1973,21
2441,2008,28
2441,2009,28
8775,1959,19
8775,1960,19
8775,1961,22
8775,1961,7
8775,1962,7
8775,1963,7
8775,1964,7
2504,1987,14
2504,1988,14
2504,1989,14
2504,1990,14
2504,1991,14
2504,1992,14
2504,1993,20
2504,1994,20
2504,1995,20
2504,1996,24
8363,1990,7
8363,1991,7
8363,1992,7
8363,1993,7
8363,1994,7
8363,1995,2
8363,1996,5
8363,1997,5
8363,1998,5
8363,1999,4
1071,1986,15
1071,1987,18
21958,1992,13
21958,1993,13
21958,1994,13
21958,1995,13
8401,1979,29
8401,1980,29
8401,1981,29
8401,1982,29
8401,1983,29
8401,1984,29
8401,1985,29
8401,1986,29
8401,1987,29
8401,1988,32
8401,1989,32
8401,1990,32
8401,1991,17
8401,1992,17
13353,1980,15
13353,1980,24
4358,1975,15
4358,1976,15
4358,1977,15
4358,1978,15
4358,1979,2
4358,1980,27
4358,1981,27
4358,1982,27
4358,1983,27
24193,1982,31
24193,1983,5
809,2013,22
6845,1982,31
6845,1983,31
6845,1984,31
6845,1985,31
6845,1986,31
18424,2013,31
18424,2014,31
18424,2015,31
18424,2016,31
18424,2017,31
11421,1978,13
16889,1984,16
16889,1985,16
14022,1974,3
14022,1975,3
14022,1976,3
22435,1979,20
22435,1979,2
22435,1980,17
16852,2009,19
16852,2010,19
16852,2011,19
16852,2012,19
16852,2013,19
16852,2014,19
16852,2015,10
16852,2016,10
16852,2017,10
20805,2007,5
20805,2008,5
20805,2009,5
20805,2010,31
9364,1997,22
9364,1998,22
9364,1999,22
9364,2000,22
9364,2001,4
9364,2003,11
11409,2003,17
11962,1981,12
11962,1982,12
11962,1983,12
11962,1984,29
11962,1984,16
5952,2010,26
5952,2011,26
5952,2012,26
5952,2013,26
5952,2014,26
5952,2015,26
5952,2016,26
5952,2017,32
24766,1992,32
20016,1991,8
10166,1987,24
3429,2011,23
3429,2012,23
3429,2013,27
3429,2014,28
12084,1987,447
12084,1988,447
12084,1989,447
12084,1990,447
12084,1991,447
12084,1992,447
12084,1993,31
20828,1961,5
20828,1962,5
20828,1963,4
20828,1964,4
20828,1965,4
20828,1966,4
20828,1967,4
20828,1968,4
1331,1988,17
20356,2008,6
20356,2009,6
20356,2010,6
20356,2011,6
20356,2012,6
20356,2013,15
20356,2014,15
20356,2015,6
20356,2016,6
20356,2017,6
7560,1968,1
7560,1969,1
10291,1968,26
10291,1969,26
10291,1970,26
10291,1971,447
10291,1972,447
2286,1980,27
2286,1981,27
2286,1982,27
2286,1983,27
2286,1984,27
2286,1985,27
2286,1986,27
2286,1987,27
11891,1966,19
11326,1980,28
11326,1981,28
11326,1982,28
11326,1983,28
11326,1984,28
11326,1985,28
11326,1986,28
11326,1986,12
11326,1987,12
11326,1988,12
11326,1989,12
17501,1987,19
4249,1992,4
4249,1993,21
23785,1987,23
1006,1987,9
1006,1988,9
387,1998,15
16510,1979,30
16510,1980,30
16510,1981,30
16510,1983,30
10167,2017,15
23090,1973,3
23090,1974,3
23090,1975,4
7119,2005,23
18986,1999,30
18986,2000,30
18986,2001,30
18986,2002,3
18986,2003,2
8790,1971,8
8790,1972,8
8790,1973,8
8790,1974,8
8790,1975,8
8790,1976,8
8790,1977,8
8790,1978,8
8790,1979,8
8790,1980,8
187,1984,18
187,1985,18
187,1986,18
187,1987,18
187,1988,18
187,1989,18
187,1990,18
187,1991,18
1342,2012,18
1342,2013,18
1342,2014,18
1342,2015,18
1342,2016,18
1342,2017,18
1530,1987,6
13373,2010,17
12315,1971,8
12315,1972,8
12315,1973,3
12315,1973,26
12315,1974,26
12315,1975,26
12315,1976,26
12315,1977,26
12315,1978,26
24775,1956,19
12823,2016,16
18358,1998,17
21785,1962,14
3141,2006,3
3141,2007,3
3141,2008,3
3141,2009,3
1476,1983,22
23961,2006,20
23961,2007,20
23961,2008,20
23961,2009,20
23961,2010,20
19474,2003,21
19474,2003,15
19474,2004,15
19474,2005,15
19474,2006,15
19474,2007,15
19474,2008,15
19474,2009,1
5911,2011,1
5911,2012,1
5911,2014,15
23581,1987,27
11172,1951,31
2045,1977,2
2045,1977,26
9105,2006,26
9105,2007,26
9105,2008,26
9105,2009,26
9105,2010,26
9105,2011,26
9105,2012,26
9105,2013,26
9105,2014,25
9105,2015,25
9105,2016,26
15209,1990,447
24394,2010,4
24394,2011,4
24394,2012,4
24394,2013,4
24394,2014,4
24394,2015,26
23698,2004,25
23698,2005,25
23698,2006,25
23698,2007,25
23698,2008,25
23698,2009,25
23698,2010,25
23698,2011,25
23698,2013,25
16966,1998,28
16966,1999,28
15490,1973,28
15490,1974,28
20758,1992,1
20758,1993,1
20758,1994,1
20758,1995,25
20758,1996,25
20758,1996,13
20758,1997,25
20758,1998,25
20758,1998,21
2563,1993,32
2563,1994,32
2563,1995,32
3571,2006,22
14974,1960,14
14974,1961,14
19955,1987,19
7482,1987,1
7482,1988,1
10785,1972,4
10785,1973,4
10785,1977,22
7348,1969,28
7348,1970,28
15891,1977,3
21664,1950,20
21664,1951,24
21664,1952,24
20920,1978,29
14112,2002,19
14112,2003,19
14112,2004,19
14112,2005,19
14112,2006,19
14112,2007,6
24236,1961,24
24236,1962,24
18401,1960,7
18401,1961,7
18401,1962,7
18401,1963,7
18401,1964,19
18401,1966,19
7415,1987,22
186,1987,3
8259,2015,11
8259,2016,11
8259,2017,11
11454,1970,8
11454,1971,8
11454,1972,8
11454,1973,8
11454,1974,8
11454,1975,8
11454,1976,8
11454,1977,6
16709,2015,20
16709,2016,20
5688,1997,32
5688,1998,32
5688,1999,32
5688,2000,32
5688,2001,32
5688,2002,32
5688,2003,32
5688,2004,29
17459,1980,18
17459,1981,18
17459,1982,18
17459,1983,18
17459,1984,18
17459,1985,18
18335,2011,12
18335,2012,12
18335,2013,12
18335,2014,12
18335,2015,28
18335,2016,28
18335,2017,28
23444,1995,20
23444,1996,20
23444,1997,20
23444,1998,20
23444,1999,20
11201,1961,29
11201,1962,29
11201,1963,29
11201,1964,29
11201,1965,29
11201,1966,29
11201,1967,29
11201,1968,29
11201,1969,29
11201,1970,12
11201,1971,12
11201,1972,14
11201,1973,14
11201,1974,14
11201,1975,14
2417,1979,31
12303,1958,20
12303,1959,20
12303,1960,20
12303,1961,20
12303,1962,20
12303,1963,20
12303,1964,7
12303,1965,22
12303,1966,22
11695,1980,14
11695,1981,14
11695,1982,14
11695,1983,14
11695,1984,14
11695,1985,14
11695,1986,14
11695,1987,14
11695,1988,14
845,1987,2
11739,1986,26
11739,1987,26
11739,1988,26
11739,1989,26
11739,1990,26
11739,1991,26
11739,1992,26
3215,1987,28
13124,1988,27
13124,1989,27
13124,1990,2
13124,1991,2
13124,1992,16
13124,1993,16
13124,1994,16
13124,1995,16
13124,1996,16
13124,1997,16
13124,1998,23
5075,2006,17
5075,2007,20
5075,2008,17
5075,2009,11
660,1993,8
660,1994,8
660,1995,8
660,1996,5
4383,1964,17
4383,1965,17
4383,1966,17
4383,1967,23
4383,1968,23
4383,1969,23
4383,1970,23
4383,1971,23
4383,1974,21
4383,1975,24
3136,1959,21
3136,1960,18
3136,1961,7
3136,1962,22
3136,1963,22
3136,1964,22
8372,1980,30
8372,1981,30
8372,1982,30
8372,1983,30
8372,1984,30
8372,1985,30
8372,1986,30
8372,1987,30
8372,1988,30
8372,1989,30
8372,1990,30
8372,1991,30
8372,1992,31
16636,1974,19
16636,1976,19
16636,1977,19
16636,1978,5
22742,1965,20
22742,1967,12
22742,1968,12
22742,1969,12
22742,1970,12
22742,1971,14
17696,1999,9
17696,2000,9
1252,2003,30
1252,2004,30
21818,2015,10
10951,1999,19
10951,2000,19
10951,2001,19
10951,2002,19
10951,2003,19
10951,2005,19
10951,2006,19
10951,2007,19
10951,2008,19
10951,2009,24
14046,1972,22
14046,1973,22
14046,1974,22
14046,1975,22
14046,1976,4
14046,1977,30
19167,1970,26
19167,1971,1
19167,1972,1
19167,1973,1
19167,1974,16
19167,1975,16
19167,1975,15
19167,1976,15
19167,1977,15
19167,1978,15
19167,1978,5
10307,1977,13
10307,1978,13
10307,1979,13
10307,1980,13
10307,1981,13
10307,1982,13
10307,1983,13
10307,1984,29
10307,1985,29
791,2007,18
791,2008,26
791,2009,26
791,2010,26
791,2011,22
16265,1984,22
9936,1983,5
9936,1984,9
9936,1985,9
9936,1986,9
9936,1987,9
9936,1988,9
9936,1989,9
9936,1990,28
9936,1991,28
9936,1992,28
9936,1993,28
9936,1994,22
9936,1995,22
7779,1973,28
7779,1974,28
7779,1976,447
6640,1991,6
6640,1991,32
6640,1992,23
7688,2011,2
7688,2012,4
7688,2013,4
22527,2010,3
22527,2011,3
2697,1969,18
2697,1970,20
2697,1971,20
2697,1972,20
2697,1973,20
5102,2014,2
5102,2014,20
5102,2015,20
5102,2016,20
5102,2017,20
22859,1963,24
22859,1964,22
22859,1965,22
22859,1966,20
13164,2006,16
13164,2007,2
2779,2003,31
16040,2015,13
16040,2017,32
14107,2016,4
13642,2008,4
13642,2009,4
13642,2010,4
13642,2011,11
13642,2012,11
13642,2013,11
13642,2014,28
13642,2015,9
13642,2016,16
10904,1986,24
10904,1987,24
10904,1988,24
4257,1972,18
2687,2000,23
2687,2001,23
2687,2002,23
2687,2003,23
2687,2004,23
2687,2005,23
2687,2006,23
2687,2007,23
2687,2008,23
2687,2009,13
969,1962,7
969,1963,7
969,1964,7
969,1965,7
969,1966,7
969,1967,17
969,1968,17
969,1969,17
969,1970,17
969,1971,17
969,1972,17
969,1973,20
969,1973,22
24178,2015,5
24178,2016,5
24178,2017,5
8302,2012,13
8302,2013,13
8302,2014,13
13070,1950,17
13070,1953,17
13070,1954,17
13070,1955,17
2070,1987,30
2070,1988,30
2070,1989,30
13069,1967,12
13069,1967,3
13069,1968,3
13069,1969,28
12399,2006,29
12399,2007,29
12399,2008,29
12399,2009,3
19761,1961,447
19761,1970,447
19761,1971,447
19761,1972,447
19761,1973,447
19761,1974,447
19761,1975,447
17057,1951,19
17057,1952,19
17057,1953,21
17057,1953,19
14994,1967,26
14994,1968,26
14994,1969,26
14994,1970,22
14994,1971,17
14994,1972,17
14994,1973,17
14644,1962,14
14644,1963,14
14644,1964,4
14644,1965,4
14644,1966,2
14644,1967,2
18151,1974,31
3159,1979,3
3159,1980,3
3159,1981,3
3159,1982,3
3159,1983,3
3159,1985,3
3159,1986,3
470,2002,21
470,2003,21
470,2004,15
470,2005,14
470,2005,31
7338,1995,21
7338,1996,21
7338,1997,21
7338,1998,21
7338,1999,21
7338,2000,21
7338,2001,21
7338,2002,17
7338,2003,21
15955,1996,3
15955,1997,3
15955,1998,3
15955,1999,3
15955,2000,3
15955,2001,3
15955,2002,3
15955,2003,3
15955,2004,3
15955,2005,3
15955,2006,12
15955,2007,10
19746,2009,25
19746,2010,25
19746,2012,22
19746,2013,13
19746,2014,20
19746,2015,20
8050,2017,24
6265,1991,18
6265,1992,18
6265,1993,18
6265,1994,18
6265,1995,18
6265,1996,22
6265,1997,22
6265,1998,22
17401,1987,17
11734,2006,12
11734,2006,30
11734,2007,30
15662,2009,23
15662,2010,23
15662,2011,23
15662,2012,23
15662,2013,25
2770,2011,25
3982,2003,22
17159,1968,16
17159,1969,16
17159,1970,16
17159,1971,16
17159,1972,16
17159,1973,16
17159,1974,16
17159,1975,16
16148,1999,18
16148,2000,7
2520,2016,22
2520,2017,22
2033,1994,24
2033,1996,24
17802,1971,16
17275,2012,29
17275,2013,29
17275,2015,29
17275,2016,2
19314,1979,14
19314,1980,14
19314,1981,14
19314,1982,14
19314,1983,14
19314,1984,14
19314,1985,14
19314,1986,14
19314,1987,14
19314,1988,14
23758,1993,1
23758,1995,3
23758,1996,3
11598,1991,3
11598,1992,3
11598,1993,3
11598,1994,3
11598,1995,3
11598,1996,3
11598,1997,3
11598,1998,3
11598,1999,3
11598,2000,3
11598,2001,22
11598,2002,28
4978,1987,19
334,1997,29
334,1998,29
334,1999,29
334,2000,29
334,2001,13
334,2002,13
11462,2008,13
21110,2004,31
619,1987,18
20281,1987,16
9468,1982,13
9468,1983,13
14235,2002,29
14235,2003,29
14235,2004,29
14235,2005,29
14235,2006,29
14235,2007,29
14235,2008,29
14235,2009,29
14235,2010,29
14235,2011,23
12482,1981,7
12482,1982,7
12482,1983,7
12482,1984,7
12482,1985,7
33,1962,3
33,1963,3
33,1965,4
33,1966,4
18559,1987,6
8395,1992,30
8395,1993,30
8395,1994,30
8395,1996,26
12501,1987,2
12501,1988,17
16491,1966,2
16491,1967,2
16491,1968,2
16491,1969,2
16491,1970,2
16491,1971,2
955,2008,9
955,2010,14
955,2011,14
955,2012,14
23045,2004,29
23045,2005,29
12244,1988,2
12244,1989,2
12244,1990,2
12244,1991,8
12244,1992,8
12244,1993,8
12244,1994,8
12244,1995,8
12244,1996,5
12244,1997,5
12244,1998,5
12244,1999,25
12244,2000,25
12244,2003,1
1891,1970,7
1891,1971,7
1891,1972,7
1891,1973,7
1891,1974,7
1891,1975,7
1891,1976,7
1891,1977,7
1891,1978,7
1891,1979,7
1891,1980,7
1891,1981,7
1891,1982,7
1891,1983,7
15693,2010,23
1921,1986,14
1921,1987,14
20231,1981,16
20231,1982,16
20231,1983,16
20231,1984,16
20231,1985,16
20231,1986,16
20231,1987,16
20231,1988,16
20231,1988,447
20231,1989,1
20231,1990,1
9848,1970,3
9848,1971,3
9848,1973,23
9848,1974,23
9848,1976,2
13900,1987,21
13900,1988,21
13900,1989,21
13900,1990,21
13900,1991,21
13900,1992,21
13900,1993,9
13900,1994,9
13900,1995,24
13900,1996,24
15267,1987,24
15267,1988,24
15267,1989,24
15267,1990,447
15267,1991,447
15267,1992,447
15267,1993,16
15267,1994,16
24695,1989,13
24695,1990,13
1827,1984,6
1827,1985,6
1827,1986,6
1827,1987,6
1827,1988,6
1827,1989,6
1827,1990,6
1827,1991,6
1827,1991,9
1827,1992,27
17048,1980,447
17048,1981,447
17048,1982,447
17048,1984,447
17048,1985,447
17048,1986,447
17048,1987,447
17048,1988,447
17048,1989,447
17048,1990,447
17048,1991,9
17048,1992,9
10069,1984,13
10069,1985,13
10069,1986,13
10069,1987,13
13313,1979,27
13313,1980,27
22138,1951,21
22138,1952,17
22138,1953,17
22138,1954,17
22138,1955,17
22138,1956,17
22138,1957,17
16526,2009,15
16526,2010,11
21463,1994,30
21463,1995,30
21463,1996,30
21463,1997,30
21463,1998,30
21463,1999,30
21463,2000,30
21463,2001,30
21463,2002,30
21463,2003,30
21463,2004,30
21463,2005,30
21463,2006,30
21463,2007,30
18830,2012,7
18830,2013,14
18830,2013,16
21960,1987,30
13989,2012,21
13989,2013,16
13989,2014,23
13989,2014,20
19916,1987,22
19994,1999,2
13617,1967,19
13617,1972,447
11576,1995,26
11576,1996,14
11576,1997,14
11576,1998,14
11576,1998,25
11576,1999,25
23122,1984,29
5061,2017,9
18371,1997,31
14133,1962,23
14133,1963,23
14133,1964,23
11762,1997,24
11762,1998,24
11762,1999,24
11762,2002,24
18395,1974,17
4350,2006,26
4350,2007,26
4350,2008,26
4350,2009,26
4350,2010,26
4350,2011,26
4350,2012,26
4350,2013,26
4350,2014,26
4350,2015,26
19176,1961,22
10915,2013,27
10915,2014,27
10915,2016,27
17625,1968,17
17625,1969,17
17625,1970,17
17625,1971,23
17625,1972,23
17625,1973,18
19506,1996,16
19506,1997,16
19506,1998,32
19506,1999,32
8884,2017,17
12039,2004,1
12039,2005,8
12039,2006,8
12039,2007,8
1051,2012,10
