year,team,wins,losses,ties,win_loss_perc,points,points_opp,points_diff,mov,turnovers,total_yards,pass_yds,rush_yds,penalties,exp_pts_tot
2015,5,5,11,,0.313,328,401,-73,-4.6,28,5749,4271,1478,122,-47.16
2015,8,3,13,,0.188,278,432,-154,-9.6,30,5311,3782,1529,120,-66.22
2015,12,9,7,,0.563,339,313,26,1.6,20,5564,3833,1731,107,-38.02
2015,9,8,8,,0.5,333,408,-75,-4.7,30,5142,3704,1438,108,-51.38
2015,11,5,11,,0.313,376,448,-72,-4.5,28,5581,4108,1473,105,-28.13
2015,10,3,13,,0.188,299,423,-124,-7.8,33,4988,3503,1485,93,-89.79
2015,14,12,4,,0.75,355,296,59,3.7,31,5688,3970,1718,115,-50.98
2015,13,11,5,,0.688,405,287,118,7.4,15,5299,3255,2044,104,41.53
2015,15,7,9,,0.438,359,399,-40,-2.5,24,5336,3879,1457,139,4.72
2015,16,4,12,,0.25,320,398,-78,-4.9,24,5949,4591,1358,117,10.76
2015,19,9,7,,0.563,388,379,9,0.6,22,5661,4095,1566,105,54.93
2015,17,7,9,,0.438,377,430,-53,-3.3,31,5830,4087,1743,104,1.07
2015,20,6,10,,0.375,420,442,-22,-1.4,21,5952,4343,1609,102,31.24
2015,18,4,12,,0.25,275,374,-99,-6.2,33,5361,3471,1890,112,-51.92
2015,22,11,5,,0.688,365,302,63,3.9,17,5139,2928,2211,88,29.39
2015,21,10,6,,0.625,368,323,45,2.8,17,5353,3503,1850,105,40.61
2015,24,7,9,,0.438,358,400,-42,-2.6,24,5547,4212,1335,104,31.8
2015,23,6,10,,0.375,335,397,-62,-3.9,21,5514,3660,1854,99,8.41
2015,25,15,1,,0.938,500,308,192,12.0,19,5871,3589,2282,103,115.28
2015,28,8,8,,0.5,339,345,-6,-0.4,30,5985,4379,1606,100,52.68
2015,26,7,9,,0.438,408,476,-68,-4.3,20,6461,4970,1491,130,146.68
2015,27,6,10,,0.375,342,417,-75,-4.7,28,6014,3852,2162,143,40.62
2015,32,13,3,,0.813,489,313,176,11.0,24,6533,4616,1917,94,148.43
2015,30,10,6,,0.625,423,277,146,9.1,16,6058,3790,2268,117,129.31
2015,29,7,9,,0.438,280,330,-50,-3.1,22,4761,2805,1956,122,-87.66
2015,31,5,11,,0.313,238,387,-149,-9.3,17,4860,3316,1544,113,-46.9
2016,1,14,2,0.0,0.875,441,250,191,,11,6180,4308,1872,93,113.38
2016,2,10,6,0.0,0.625,363,380,-17,,23,5324,3500,1824,125,-48.39
2016,3,7,9,0.0,0.438,399,378,21,,12,5666,3036,2630,112,60.85
2016,4,5,11,0.0,0.313,275,409,-134,,34,5268,3466,1802,93,-79.69
2016,7,11,5,0.0,0.688,399,327,72,,18,5962,4202,1760,112,-22.48
2016,5,8,8,0.0,0.5,343,321,22,,23,5563,4100,1463,125,-86.39
2016,6,6,9,1.0,0.406,325,315,10,,17,5711,3942,1769,88,30.41
2016,8,1,15,0.0,0.063,264,452,-188,,25,4976,3264,1712,95,-72.41
2016,12,9,7,0.0,0.563,279,328,-49,,24,5035,3176,1859,87,-102.3
2016,10,9,7,0.0,0.563,381,378,3,,18,5728,3541,2187,110,-10.0
2016,9,8,8,0.0,0.5,411,392,19,,22,5830,4202,1628,103,68.23
2016,11,3,13,0.0,0.188,318,400,-82,,29,5359,3728,1631,129,-67.5
2016,13,12,4,0.0,0.75,389,311,78,,17,5488,3740,1748,109,-23.04
2016,15,12,4,0.0,0.75,416,385,31,,14,5973,4051,1922,147,-24.48
2016,14,9,7,0.0,0.563,333,297,36,,25,5169,3685,1484,119,-94.99
2016,16,5,11,0.0,0.313,410,423,-13,,35,5708,4198,1510,107,-29.1
2016,18,13,3,0.0,0.813,421,306,115,,15,6027,3631,2396,105,86.3
2016,20,11,5,0.0,0.688,310,284,26,,27,5291,3879,1412,88,-74.19
2016,19,8,7,1.0,0.531,396,383,13,,21,6454,4758,1696,110,105.24
2016,17,7,9,0.0,0.438,367,331,36,,20,5398,3585,1813,113,-45.33
2016,21,10,6,0.0,0.625,432,388,44,,17,5900,4199,1701,100,115.16
2016,24,9,7,0.0,0.563,346,358,-12,,15,5421,4111,1310,100,30.86
2016,22,8,8,0.0,0.5,327,307,20,,16,5041,3836,1205,103,-60.91
2016,23,3,13,0.0,0.188,279,399,-120,,31,5704,3969,1735,110,-70.06
2016,28,11,5,0.0,0.688,540,406,134,,11,6653,4725,1928,104,212.07
2016,27,9,7,0.0,0.563,354,369,-15,,27,5542,3926,1616,109,-33.29
2016,26,7,9,0.0,0.438,469,454,15,,24,6816,5074,1742,107,76.86
2016,25,6,10,0.0,0.375,369,402,-33,,29,5499,3685,1814,98,-81.23
2016,30,10,5,1.0,0.656,354,292,62,,18,5715,4124,1591,117,-11.48
2016,32,7,8,1.0,0.469,418,362,56,,28,5868,4136,1732,104,-25.79
2016,447,4,12,0.0,0.25,224,394,-170,,29,4203,2951,1252,126,-190.35
2016,31,2,14,0.0,0.125,309,480,-171,,25,4930,2911,2019,99,-75.71
2017,1,13,3,,0.813,458,296,162,10.1,12,6307,4418,1889,95,114.84
2017,3,9,7,,0.563,302,359,-57,-3.6,16,4842,2825,2017,98,-156.16
2017,2,6,10,,0.375,281,393,-112,-7.0,29,4923,3535,1388,137,-156.17
2017,4,5,11,,0.313,298,382,-84,-5.3,24,4884,3182,1702,119,-119.83
2017,7,13,3,,0.813,406,308,98,6.1,20,6047,4380,1667,101,-32.55
2017,5,9,7,,0.563,395,303,92,5.8,17,4886,3030,1856,91,-132.06
2017,6,7,9,,0.438,290,349,-59,-3.7,23,4488,3122,1366,110,-108.45
2017,8,0,16,,0.0,234,410,-176,-11.0,41,4942,3228,1714,110,-233.13
2017,11,10,6,,0.625,417,268,149,9.3,23,5855,3593,2262,112,-36.01
2017,10,9,7,,0.563,334,356,-22,-1.4,25,5024,3191,1833,85,-134.32
2017,9,4,12,,0.25,263,404,-141,-8.8,15,4553,2892,1661,92,-189.77
2017,12,4,12,,0.25,338,436,-98,-6.1,28,5120,3278,1842,124,-78.81
2017,13,10,6,,0.625,415,339,76,4.8,11,6007,4104,1903,118,-22.58
2017,462,9,7,,0.563,355,272,83,5.2,15,6026,4431,1595,108,-17.69
2017,15,6,10,,0.375,301,373,-72,-4.5,28,5185,3631,1554,114,-84.71
2017,14,5,11,,0.313,289,382,-93,-5.8,34,5185,3333,1852,113,-165.14
2017,17,13,3,,0.813,457,295,162,10.1,20,5852,3737,2115,116,21.06
2017,18,9,7,,0.563,354,332,22,1.4,22,5311,3141,2170,97,-40.65
2017,19,7,9,,0.438,342,388,-46,-2.9,27,5199,3751,1448,92,-95.51
2017,20,3,13,,0.188,246,388,-142,-8.9,22,5028,3479,1549,91,-167.56
2017,22,13,3,,0.813,382,252,130,8.1,14,5710,3753,1957,100,-54.08
2017,24,9,7,,0.563,410,376,34,2.1,22,5404,4183,1221,104,-93.68
2017,21,7,9,,0.438,320,384,-64,-4.0,25,4891,3167,1724,96,-61.83
2017,23,5,11,,0.313,264,320,-56,-3.5,22,4599,2811,1788,115,-115.2
2017,26,11,5,,0.688,448,326,122,7.6,18,6259,4189,2070,105,7.38
2017,25,11,5,,0.688,363,327,36,2.3,22,5179,3077,2102,83,-100.34
2017,28,10,6,,0.625,353,315,38,2.4,18,5837,3990,1847,102,-46.05
2017,27,5,11,,0.313,335,382,-47,-2.9,27,5814,4366,1448,104,-52.32
2017,447,11,5,,0.688,478,329,149,9.3,21,5784,3831,1953,107,-43.18
2017,30,9,7,,0.563,366,332,34,2.1,17,5286,3657,1629,148,-78.12
2017,32,8,8,,0.5,295,361,-66,-4.1,25,5026,3640,1386,110,-185.97
2017,31,6,10,,0.375,331,383,-52,-3.3,23,5587,3925,1662,123,-173.95
2018,1,11,5,0.0,0.688,436,325,111,,18,6295,4258,2037,93,190.96
2018,2,7,9,0.0,0.438,319,433,-114,,23,4638,2900,1738,108,-40.39
2018,3,6,10,0.0,0.375,269,374,-105,,32,4778,2794,1984,116,-104.81
2018,4,4,12,0.0,0.25,333,441,-108,,30,4787,3165,1622,114,-97.45
2018,5,10,6,0.0,0.625,389,287,102,,20,5999,3558,2441,116,72.85
2018,7,9,6,1.0,0.594,428,360,68,,26,6453,5008,1445,111,156.16
2018,8,7,8,1.0,0.469,359,392,-33,,24,5900,4007,1893,112,36.91
2018,6,6,10,0.0,0.375,368,455,-87,,17,4972,3290,1682,114,47.57
2018,12,11,5,0.0,0.688,402,316,86,,16,5802,3781,2021,105,84.1
2018,9,10,6,0.0,0.625,433,344,89,,24,6179,4461,1718,120,140.47
2018,10,9,7,0.0,0.563,310,303,7,,18,5002,2975,2027,82,10.48
2018,11,5,11,0.0,0.313,245,316,-71,,29,4832,3109,1723,121,-98.17
2018,13,12,4,0.0,0.75,565,421,144,,18,6810,4955,1855,137,298.14
2018,462,12,4,0.0,0.75,428,329,99,,19,5962,4089,1873,113,170.19
2018,14,6,10,0.0,0.375,329,349,-20,,21,5602,3695,1907,125,24.23
2018,15,4,12,0.0,0.25,290,467,-177,,24,5379,3751,1628,110,-17.92
2018,18,10,6,0.0,0.625,339,324,15,,17,5501,3538,1963,104,83.04
2018,17,9,7,0.0,0.563,367,348,19,,23,5845,4275,1570,100,91.97
2018,19,7,9,0.0,0.438,281,359,-78,,19,4795,3021,1774,115,-34.07
2018,20,5,11,0.0,0.313,369,412,-43,,19,5697,4047,1650,114,70.53
2018,23,12,4,0.0,0.75,421,283,138,,24,5502,3564,1938,97,96.31
2018,22,8,7,1.0,0.531,360,341,19,,20,5529,4036,1493,92,7.47
2018,21,6,9,1.0,0.406,376,400,-24,,15,5905,4238,1667,108,108.88
2018,24,6,10,0.0,0.375,324,360,-36,,19,5236,3576,1660,94,39.87
2018,26,13,3,0.0,0.813,504,353,151,,16,6067,4042,2025,94,237.73
2018,28,7,9,0.0,0.438,414,423,-9,,18,6226,4653,1573,101,155.08
2018,25,7,9,0.0,0.438,376,382,-6,,22,5972,3836,2136,92,117.24
2018,27,5,11,0.0,0.313,396,464,-68,,35,6648,5125,1523,117,121.14
2018,447,13,3,0.0,0.813,527,384,143,,19,6738,4507,2231,96,239.79
2018,30,10,6,0.0,0.625,428,347,81,,11,5653,3093,2560,111,128.78
2018,31,4,12,0.0,0.25,342,435,-93,,32,5769,3867,1902,112,20.95
2018,32,3,13,0.0,0.188,225,425,-200,,28,3865,2523,1342,101,-155.06
2019,1,12,4,0.0,0.75,420,225,195,,15,5664,3961,1703,94,34.62
2019,3,10,6,0.0,0.625,314,259,55,,19,5283,3229,2054,117,6.66
2019,4,7,9,0.0,0.438,276,359,-83,,25,4368,3111,1257,115,-112.92
2019,2,5,11,0.0,0.313,306,494,-188,,26,4960,3804,1156,92,-28.85
2019,5,14,2,0.0,0.875,531,282,249,,15,6521,3225,3296,109,239.99
2019,7,8,8,0.0,0.5,289,303,-14,,30,4428,2981,1447,111,-85.56
2019,8,6,10,0.0,0.375,335,393,-58,,28,5455,3554,1901,122,13.54
2019,6,2,14,0.0,0.125,279,420,-141,,30,5169,3652,1517,93,-60.73
2019,12,10,6,0.0,0.625,378,385,-7,,22,5792,3783,2009,111,118.67
2019,10,9,7,0.0,0.563,402,331,71,,17,5805,3582,2223,99,115.88
2019,9,7,9,0.0,0.438,361,373,-12,,21,5238,3108,2130,79,74.8
2019,11,6,10,0.0,0.375,300,397,-97,,20,5468,3760,1708,132,-23.15
2019,13,12,4,0.0,0.75,451,308,143,,15,6067,4498,1569,107,263.38
2019,14,7,9,0.0,0.438,282,316,-34,,16,4777,3115,1662,110,-14.61
2019,15,7,9,0.0,0.438,313,419,-106,,17,5819,3926,1893,128,79.57
2019,462,5,11,0.0,0.313,337,345,-8,,31,5879,4426,1453,103,82.43
2019,17,9,7,0.0,0.563,385,354,31,,23,5772,3833,1939,100,59.85
2019,18,8,8,0.0,0.5,434,321,113,,18,6904,4751,2153,109,210.77
2019,20,4,12,0.0,0.25,341,451,-110,,33,5416,3731,1685,90,-10.3
2019,19,3,13,0.0,0.188,266,435,-169,,21,4395,2812,1583,106,-88.3
2019,21,13,3,0.0,0.813,376,313,63,,13,5528,3733,1795,100,113.4
2019,22,10,6,0.0,0.625,407,303,104,,20,5656,3523,2133,96,98.01
2019,23,8,8,0.0,0.5,280,298,-18,,19,4749,3291,1458,103,-41.05
2019,24,3,12,1.0,0.219,341,423,-82,,23,5549,3900,1649,113,31.07
2019,26,13,3,0.0,0.813,458,341,117,,8,5982,4244,1738,120,163.04
2019,28,7,9,0.0,0.438,381,399,-18,,25,6075,4714,1361,119,95.51
2019,27,7,9,0.0,0.438,458,449,9,,41,6366,4845,1521,133,37.0
2019,25,5,11,0.0,0.313,340,470,-130,,35,5469,3650,1819,87,-28.07
2019,31,13,3,0.0,0.813,479,310,169,,23,6097,3792,2305,105,140.39
2019,30,11,5,0.0,0.688,405,398,7,,20,5991,3791,2200,109,86.55
2019,447,9,7,0.0,0.563,394,364,30,,24,5998,4499,1499,118,37.09
2019,32,5,10,1.0,0.344,361,442,-81,,18,5467,3477,1990,121,64.36
2020,3,13,3,0.0,0.813,501,375,126,,22,6343,4620,1723,102,228.66
2020,2,10,6,0.0,0.625,404,338,66,,20,5424,3736,1688,74,61.96
2020,1,7,9,0.0,0.438,326,353,-27,,19,5236,2890,2346,62,55.88
2020,4,2,14,0.0,0.125,243,457,-214,,19,4479,2796,1683,101,-59.07
2020,7,12,4,0.0,0.75,416,312,104,,18,5354,4003,1351,81,78.22
2020,5,11,5,0.0,0.688,468,303,165,,18,5810,2739,3071,104,148.3
2020,8,11,5,0.0,0.688,408,419,-11,,16,5913,3539,2374,100,159.48
2020,6,4,11,1.0,0.281,311,424,-113,,24,5116,3448,1668,83,-5.13
2020,10,11,5,0.0,0.688,491,439,52,,12,6343,3653,2690,86,245.01
2020,9,11,5,0.0,0.688,451,362,89,,15,6049,4053,1996,94,168.41
2020,12,4,12,0.0,0.25,384,464,-80,,18,6004,4538,1466,80,140.22
2020,11,1,15,0.0,0.063,306,492,-186,,25,5218,3699,1519,107,-6.12
2020,13,14,2,0.0,0.875,473,362,111,,16,6653,4854,1799,105,280.82
2020,558,8,8,0.0,0.5,434,478,-44,,26,6133,4217,1916,98,147.62
2020,462,7,9,0.0,0.438,384,426,-42,,16,6113,4329,1784,85,129.6
2020,14,5,11,0.0,0.313,323,446,-123,,32,5369,3451,1918,81,-21.82
2020,561,7,9,0.0,0.438,335,329,6,,27,5076,3465,1611,87,-10.43
2020,20,6,10,0.0,0.375,280,357,-77,,22,4794,3026,1768,81,-26.79
2020,18,6,10,0.0,0.375,395,473,-78,,26,5949,4161,1788,96,58.97
2020,17,4,11,1.0,0.281,334,418,-84,,29,5354,3327,2027,107,-13.65
2020,21,13,3,0.0,0.813,509,369,140,,11,6224,4106,2118,84,290.75
2020,23,8,8,0.0,0.5,372,370,2,,22,5302,3655,1647,88,34.92
2020,22,7,9,0.0,0.438,430,475,-45,,23,6292,4009,2283,82,157.7
2020,24,5,11,0.0,0.313,377,519,-142,,21,5603,4104,1499,95,94.78
2020,26,12,4,0.0,0.75,482,337,145,,17,6023,3758,2265,98,176.94
2020,27,11,5,0.0,0.688,492,355,137,,17,6145,4626,1519,84,246.24
2020,25,5,11,0.0,0.313,350,402,-52,,21,5592,3888,1704,95,81.2
2020,28,4,12,0.0,0.25,396,414,-18,,18,5895,4363,1532,83,129.77
2020,30,12,4,0.0,0.75,459,371,88,,18,5912,3941,1971,84,129.24
2020,447,10,6,0.0,0.625,372,296,76,,25,6032,4014,2018,71,57.24
2020,32,8,8,0.0,0.5,410,367,43,,21,6153,3916,2237,113,103.62
2020,31,6,10,0.0,0.375,376,390,-14,,31,5922,4033,1889,85,55.7
2021,3,11,6,0.0,0.647,483,289,194,,22,6493,4284,2209,113,216.68
2021,1,10,7,0.0,0.588,462,303,159,,23,6008,3857,2151,95,126.97
2021,2,9,8,0.0,0.529,341,373,-32,,26,5219,3651,1568,105,-11.96
2021,4,4,13,0.0,0.235,310,504,-194,,27,5208,3541,1667,103,-32.71
2021,6,10,7,0.0,0.588,460,376,84,,21,6145,4403,1742,72,118.5
2021,7,9,7,1.0,0.559,343,398,-55,,20,5361,3778,1583,106,-14.49
2021,8,8,9,0.0,0.471,349,371,-22,,22,5791,3320,2471,112,58.49
2021,5,8,9,0.0,0.471,387,392,-5,,26,6440,3961,2479,102,59.67
2021,10,12,5,0.0,0.706,419,354,65,,25,5822,3418,2404,103,79.19
2021,9,9,8,0.0,0.529,451,365,86,,19,5901,3361,2540,76,127.06
2021,12,4,13,0.0,0.235,280,452,-172,,22,4727,3305,1422,114,-74.29
2021,11,3,14,0.0,0.176,253,457,-204,,29,5191,3436,1755,104,-42.52
2021,13,12,5,0.0,0.706,480,364,116,,25,6746,4791,1955,111,261.77
2021,558,10,7,0.0,0.588,374,439,-65,,24,6184,4567,1617,124,77.89
2021,462,9,8,0.0,0.529,474,459,15,,22,6634,4800,1834,116,164.91
2021,14,7,10,0.0,0.412,335,322,13,,18,5618,3593,2025,83,61.32
2021,18,12,5,0.0,0.706,530,358,172,,20,6919,4800,2119,127,158.06
2021,17,9,8,0.0,0.529,444,385,59,,16,6119,3404,2715,107,113.05
2021,561,7,10,0.0,0.412,335,434,-99,,24,5502,3441,2061,82,15.8
2021,20,4,13,0.0,0.235,258,416,-158,,30,4884,3196,1688,88,-100.13
2021,21,13,4,0.0,0.765,450,371,79,,13,6215,4315,1900,69,180.42
2021,22,8,9,0.0,0.471,425,426,-1,,13,6168,4238,1930,111,72.05
2021,23,6,11,0.0,0.353,311,407,-96,,29,5225,3207,2018,106,-40.89
2021,24,3,13,1.0,0.206,325,467,-142,,23,5484,3598,1886,105,6.87
2021,27,13,4,0.0,0.765,511,353,158,,19,6901,5229,1672,97,216.14
2021,26,9,8,0.0,0.529,364,335,29,,18,5177,3186,1991,98,-11.97
2021,28,7,10,0.0,0.412,313,459,-146,,26,5164,3713,1451,92,-18.38
2021,25,5,12,0.0,0.294,304,404,-100,,29,5081,3239,1842,107,-92.1
2021,447,12,5,0.0,0.706,460,372,88,,23,6325,4642,1683,76,161.53
2021,32,11,6,0.0,0.647,449,366,83,,15,6352,4276,2076,114,119.94
2021,31,10,7,0.0,0.588,427,365,62,,24,6387,4221,2166,102,130.03
2021,30,7,10,0.0,0.412,395,366,29,,13,5506,3432,2074,97,101.56
2022,3,13,3,0.0,0.813,455,286,169,,27,6361,4129,2232,92,157.46
2022,2,9,8,0.0,0.529,397,399,-2,,21,6197,4511,1686,111,79.06
2022,1,8,9,0.0,0.471,364,347,17,,23,5348,3536,1812,104,-25.81
2022,4,7,10,0.0,0.412,296,316,-20,,23,5409,3723,1686,91,-47.59
2022,6,12,4,0.0,0.75,418,322,96,,18,5768,4240,1528,81,147.62
2022,5,10,7,0.0,0.588,350,315,35,,21,5760,3040,2720,82,48.17
2022,7,9,8,0.0,0.529,308,346,-38,,19,5484,3411,2073,94,42.17
2022,8,7,10,0.0,0.412,361,381,-20,,21,5934,3444,2490,102,58.03
2022,11,9,8,0.0,0.529,404,350,54,,22,6075,3959,2116,90,103.21
2022,10,7,10,0.0,0.412,298,359,-61,,23,5045,2914,2131,111,-27.22
2022,9,4,12,1.0,0.265,289,427,-138,,34,5298,3432,1866,89,-110.46
2022,12,3,13,1.0,0.206,289,420,-131,,28,4820,3344,1476,88,-120.59
2022,13,14,3,0.0,0.824,496,369,127,,23,7032,5062,1970,87,281.0
2022,462,10,7,0.0,0.588,391,384,7,,19,6108,4584,1524,81,75.75
2022,558,6,11,0.0,0.353,395,418,-23,,21,5993,3934,2059,113,74.09
2022,14,5,12,0.0,0.294,287,359,-72,,24,5527,3592,1935,113,-41.62
2022,17,14,3,0.0,0.824,477,344,133,,19,6614,4105,2509,90,226.96
2022,18,12,5,0.0,0.706,467,342,125,,23,6034,3736,2298,104,112.34
2022,20,9,7,1.0,0.559,365,371,-6,,16,5676,3157,2519,106,78.05
2022,628,8,8,1.0,0.5,321,343,-22,,23,5615,3472,2143,92,-24.27
2022,22,13,4,0.0,0.765,424,427,-3,,23,6145,4484,1661,88,89.64
2022,24,9,8,0.0,0.529,453,427,26,,15,6460,4281,2179,90,162.04
2022,21,8,9,0.0,0.471,370,371,-1,,22,5745,3632,2113,89,68.9
2022,23,3,14,0.0,0.176,326,463,-137,,25,5233,2219,3014,80,-7.14
2022,27,8,9,0.0,0.471,313,358,-45,,22,5894,4586,1308,99,1.03
2022,25,7,10,0.0,0.412,347,374,-27,,21,5206,2996,2210,104,-5.06
2022,26,7,10,0.0,0.412,330,345,-15,,25,5674,3692,1982,99,17.3
2022,28,7,10,0.0,0.412,365,386,-21,,21,5417,2699,2718,68,73.69
2022,31,13,4,0.0,0.765,450,277,173,,17,6216,3856,2360,94,161.29
2022,30,9,8,0.0,0.529,407,401,6,,23,5976,3934,2042,106,63.6
2022,447,5,12,0.0,0.294,307,384,-77,,23,4769,3108,1661,76,-7.51
2022,32,4,13,0.0,0.235,340,449,-109,,25,5499,3626,1873,118,-36.27
2023,3,11,6,,0.647,451,311,140,8.2,28,6366,4154,2212,106,183.02
2023,2,11,6,,0.647,496,391,105,6.2,25,6822,4514,2308,97,128.9
2023,4,7,10,,0.412,268,355,-87,-5.1,33,4566,2919,1647,124,-199.77
2023,1,4,13,,0.235,236,366,-130,-7.6,29,4696,3069,1627,89,-157.57
2023,5,13,4,,0.765,483,280,203,11.9,19,6296,3635,2661,102,130.64
2023,8,11,6,,0.647,396,362,34,2.0,37,5710,3693,2017,115,-110.55
2023,7,10,7,,0.588,304,324,-20,-1.2,16,5173,3163,2010,86,-16.68
2023,6,9,8,,0.529,366,384,-18,-1.1,16,5422,3895,1527,76,41.53
2023,12,10,7,,0.588,377,353,24,1.4,14,5820,4173,1647,114,54.44
2023,11,9,8,,0.529,377,371,6,0.4,30,5772,4126,1646,83,13.64
2023,9,9,8,,0.529,396,415,-19,-1.1,22,5725,3666,2059,95,30.12
2023,10,6,11,,0.353,305,367,-62,-3.6,20,4913,3067,1846,110,3.82
2023,13,11,6,,0.647,371,294,77,4.5,28,5972,4188,1784,96,68.59
2023,558,8,9,,0.471,332,331,1,0.1,24,4922,3380,1542,75,-27.95
2023,14,8,9,,0.471,357,413,-56,-3.3,22,5072,3262,1810,99,7.68
2023,462,5,12,,0.294,346,398,-52,-3.1,21,5599,3957,1642,79,-5.38
2023,18,12,5,,0.706,509,315,194,11.4,16,6317,4397,1920,115,192.72
2023,17,11,6,,0.647,433,428,5,0.3,28,6024,3834,2190,95,100.97
2023,20,6,11,,0.353,266,407,-141,-8.3,19,4760,2886,1874,89,-130.06
2023,628,4,13,,0.235,329,518,-189,-11.1,32,5317,3725,1592,87,-29.99
2023,24,12,5,,0.706,461,395,66,3.9,23,6712,4401,2311,97,160.58
2023,21,9,8,,0.529,383,350,33,1.9,18,5873,3968,1905,105,151.14
2023,22,7,10,,0.412,344,362,-18,-1.1,34,5912,4359,1553,89,42.62
2023,23,7,10,,0.412,360,379,-19,-1.1,25,5495,3096,2399,99,-10.73
2023,27,9,8,,0.529,348,325,23,1.4,18,5321,3812,1509,100,49.53
2023,26,9,8,,0.529,402,327,75,4.4,18,5732,3990,1742,96,46.88
2023,28,7,10,,0.412,321,373,-52,-3.1,28,5683,3524,2159,84,-32.52
2023,25,2,15,,0.118,236,416,-180,-10.6,20,4510,2741,1769,103,-135.03
2023,31,12,5,,0.706,491,298,193,11.4,18,6773,4384,2389,101,231.48
2023,447,10,7,,0.588,404,377,27,1.6,18,6108,4063,2045,89,133.32
2023,30,9,8,,0.529,364,402,-38,-2.2,17,5490,3910,1580,111,62.33
2023,32,4,13,,0.235,330,455,-125,-7.4,18,5509,3144,2365,101,-2.99
