player_id,season_year,passing_yards,rushing_yards,receiving_yards,interceptions,tackles,field_goals,touchdowns
92,1996,0,0,0,0,0,0,0
92,1997,0,0,0,0,0,0,0
92,1998,0,0,0,0,0,0,0
92,1999,0,0,0,0,0,0,0
92,2000,0,0,0,0,0,0,0
92,2001,0,0,0,0,0,0,0
92,2002,0,0,0,0,0,0,0
92,2003,0,0,0,0,0,0,0
92,2004,0,0,0,0,0,0,0
92,2005,0,0,0,0,0,0,0
92,2006,0,0,0,0,0,0,0
92,2007,0,0,0,0,0,0,0
93,1992,0,0,0,0,0,0,0
93,1993,0,0,0,0,0,0,0
93,1994,0,0,0,0,0,0,0
93,1995,0,0,0,0,0,0,0
93,1996,0,0,0,0,0,0,0
93,1997,0,0,0,0,0,0,0
94,1984,0,0,0,0,0,0,0
95,1986,0,0,0,0,0,0,0
95,1987,0,0,0,0,0,0,0
95,1988,0,0,0,0,0,0,0
95,1989,0,0,0,0,0,0,0
95,1990,0,0,0,0,0,0,0
96,1992,0,0,0,0,0,0,0
96,1993,0,0,0,0,0,0,0
97,2009,0,0,0,0,1,0,0
98,1962,0,0,51,0,0,0,0
99,1975,445,42,-7,4,0,0,2
99,1976,575,46,0,4,0,0,3
99,1977,691,21,0,11,0,0,2
99,1978,415,15,0,3,0,0,2
99,1987,607,31,0,5,0,0,3
100,2016,0,0,0,0,0,0,0
100,2017,0,0,0,0,8,0,0
101,1995,0,0,0,0,0,0,0
101,1996,0,0,0,0,0,0,0
101,1997,0,0,0,0,0,0,0
104,1979,0,4,6,0,0,0,0
104,1980,0,7,165,0,0,0,0
104,1981,0,0,24,0,0,0,0
104,1982,0,0,0,0,0,0,0
104,1983,0,2,374,0,0,0,2
104,1984,0,0,261,0,0,0,0
104,1985,0,0,132,0,0,0,0
107,2013,0,0,0,0,43,0,0
107,2014,0,0,0,0,35,0,0
107,2015,0,0,0,0,54,0,0
107,2016,0,0,0,0,41,0,0
107,2017,0,0,0,0,52,0,0
108,2006,0,1375,443,0,0,0,10
108,2007,0,1115,431,0,0,0,15
108,2008,0,588,234,0,0,0,8
108,2009,22,1008,421,0,1,0,15
108,2010,0,555,124,0,0,0,4
108,2011,0,433,93,0,2,0,1
110,1961,0,0,0,0,0,0,0
110,1962,0,0,0,0,0,0,0
110,1963,0,0,0,0,0,0,0
110,1964,0,0,0,0,0,0,0
110,1965,0,0,0,0,0,0,0
110,1966,0,0,0,0,0,0,0
110,1967,0,0,0,0,0,0,0
110,1968,0,0,0,0,0,0,0
110,1969,0,0,0,0,0,0,0
110,1970,0,0,0,0,0,0,0
110,1971,0,0,0,0,0,0,0
110,1972,0,0,0,0,0,0,0
111,2016,0,4,11,0,0,0,0
112,2011,0,0,0,0,1,0,0
112,2012,0,0,0,0,4,0,0
112,2013,0,0,0,0,13,0,0
112,2014,0,0,0,0,11,0,0
112,2015,0,0,0,0,11,0,0
112,2016,0,0,0,0,22,0,0
112,2017,0,0,0,0,19,0,0
113,1961,0,0,0,0,0,0,0
113,1962,0,0,0,0,0,0,0
113,1963,0,0,0,0,0,0,0
113,1964,0,0,0,0,0,0,0
113,1965,0,0,0,0,0,0,0
115,2006,0,0,0,0,0,0,0
115,2007,0,0,0,0,0,0,0
115,2008,0,0,0,0,40,0,0
115,2009,0,0,0,0,6,0,0
116,2008,0,0,0,0,26,0,0
116,2009,0,0,0,0,2,0,0
116,2010,0,0,0,0,14,0,0
116,2011,0,0,0,0,0,0,0
116,2012,0,0,0,0,0,0,0
117,1987,0,0,0,0,0,0,0
117,1988,0,0,0,0,0,0,0
117,1989,0,0,0,0,0,0,0
118,1986,0,0,0,0,0,0,0
118,1987,0,0,3,0,0,0,1
118,1988,0,0,0,0,0,0,0
118,1989,0,0,0,0,0,0,0
118,1990,0,0,0,0,0,0,0
118,1991,0,0,0,0,0,0,0
119,2015,0,0,0,0,33,0,0
119,2016,0,0,0,0,22,0,0
121,1987,0,0,0,0,0,0,0
122,1970,0,0,0,0,0,0,0
122,1971,0,0,53,0,0,0,0
122,1972,0,0,96,0,0,0,0
122,1973,0,0,109,0,0,0,0
124,1977,0,6,0,0,0,0,0
124,1979,0,11,0,0,0,0,0
124,1980,136,18,0,3,0,0,1
124,1981,96,28,0,1,0,0,1
125,2009,0,0,0,0,0,0,0
125,2010,0,0,0,0,0,0,0
125,2011,0,0,0,0,6,0,0
126,2006,0,0,9,0,0,0,0
127,2013,0,0,0,0,0,0,0
127,2015,0,0,0,0,0,0,0
128,2009,0,0,0,0,43,0,0
128,2010,0,0,0,0,0,0,0
128,2012,0,0,0,0,8,0,0
129,1991,0,0,68,0,0,0,0
131,1960,0,0,0,0,0,16,0
131,1961,0,0,0,0,0,4,0
131,1962,0,0,0,0,0,5,0
131,1964,0,0,0,0,0,2,0
133,1992,0,0,0,0,0,0,0
134,1991,0,0,0,0,0,0,0
134,1992,0,0,0,0,0,0,0
134,1993,0,0,0,0,0,0,0
134,1994,0,0,0,0,0,0,0
134,1995,0,0,0,0,0,0,0
136,1988,0,2,31,1,0,0,0
136,1989,0,3,0,0,0,0,0
136,1990,0,213,272,0,0,0,1
136,1991,0,32,39,0,0,0,1
136,1992,0,54,18,0,0,0,0
136,1993,0,13,0,0,0,0,0
136,1994,0,4,2,0,0,0,0
137,2015,0,0,283,0,0,0,1
137,2016,0,14,365,0,0,0,2
137,2017,0,0,458,0,0,0,6
139,2017,0,9,12,0,1,0,0
140,1990,0,0,0,0,0,0,0
140,1991,0,0,0,0,0,0,0
140,1992,0,0,0,0,0,0,0
140,1993,0,0,0,0,0,0,0
140,1994,0,0,0,0,0,0,0
140,1995,0,0,0,0,0,0,0
140,1996,0,0,0,0,0,0,0
140,1997,0,0,0,0,0,0,0
140,1998,0,0,0,0,0,0,0
140,1999,0,0,0,0,0,0,0
140,2000,0,0,0,0,0,0,0
141,2014,0,2,15,0,0,0,0
142,2012,0,0,0,0,0,0,0
143,2016,0,0,0,0,0,22,0
144,1991,0,18,0,0,0,1,0
144,1992,0,0,0,0,0,0,0
144,1993,0,-27,0,1,0,0,0
144,1994,0,0,0,0,0,0,0
144,1995,0,0,0,0,0,0,0
144,1996,0,0,0,0,0,0,0
144,1997,35,14,0,0,0,0,0
144,1998,0,0,0,0,0,0,0
144,1999,0,0,0,0,0,0,0
144,2000,13,0,0,0,0,0,0
146,2009,0,0,0,0,15,0,0
146,2010,0,0,0,0,11,0,0
146,2011,0,0,0,0,5,0,0
147,1993,0,0,0,0,0,0,0
147,1994,0,0,0,0,0,0,0
147,1995,0,0,0,0,0,0,0
147,1996,0,0,0,0,0,0,0
147,1997,0,0,0,0,0,0,0
147,1998,0,0,0,0,0,0,0
147,1999,0,0,0,0,0,0,0
147,2000,0,0,0,0,0,0,0
147,2001,0,0,0,0,0,0,0
147,2002,0,0,0,0,0,0,0
147,2003,0,0,0,0,0,0,0
147,2004,0,0,0,0,0,0,0
149,1981,0,0,0,0,0,0,0
149,1982,0,0,0,0,0,0,0
149,1983,0,0,4,0,0,0,0
149,1984,0,0,0,0,0,0,0
149,1985,0,0,0,0,0,0,0
149,1986,0,0,0,0,0,0,0
149,1987,0,0,0,0,0,0,0
149,1988,0,0,0,0,0,0,0
149,1989,0,0,0,0,0,0,0
149,1990,0,0,0,0,0,0,0
151,2011,0,0,0,0,0,0,0
151,2012,0,0,0,0,1,0,0
151,2013,0,0,0,0,4,0,0
151,2014,0,0,0,0,0,0,0
151,2015,0,0,0,0,0,0,0
152,2011,0,0,0,0,0,0,0
152,2012,0,0,0,0,0,0,0
152,2014,0,0,290,0,4,0,4
152,2015,0,0,944,0,0,0,5
152,2016,0,0,328,0,0,0,1
152,2017,0,0,131,0,0,0,0
153,2003,0,0,35,0,0,0,0
153,2004,0,0,148,0,0,0,0
153,2005,0,0,57,0,0,0,0
153,2006,0,0,0,0,0,0,0
153,2007,0,0,10,0,0,0,0
153,2008,0,0,101,0,0,0,0
153,2009,0,0,331,0,0,0,2
153,2010,0,0,7,0,0,0,0
154,1987,0,1,134,0,0,0,3
155,2014,0,0,0,0,14,0,0
155,2015,0,0,0,0,15,0,0
155,2016,0,0,0,0,0,0,0
155,2017,0,0,0,0,0,0,0
156,1989,1749,302,-13,18,0,0,9
156,1990,2579,172,0,18,0,0,12
156,1991,2868,5,-6,11,0,0,12
156,1992,4240,143,0,14,0,0,32
156,1993,3786,153,0,9,0,0,20
156,1994,3393,73,0,16,0,0,18
156,1995,4021,38,0,8,0,0,21
156,1996,3469,46,0,17,0,0,15
156,1997,3283,79,0,12,0,0,19
156,1998,2521,69,0,8,0,0,15
156,1999,3250,10,0,13,0,0,18
156,2000,1632,13,0,14,0,0,7
158,1976,0,0,0,0,0,0,0
158,1977,0,0,0,0,0,0,0
158,1978,0,0,0,0,0,0,0
159,2013,0,0,0,0,5,0,0
160,2015,0,187,90,0,0,0,1
160,2016,0,1305,163,0,0,0,8
160,2017,0,659,84,0,0,0,1
161,2010,0,0,262,0,1,0,2
161,2011,0,0,4,0,0,0,0
161,2012,0,0,45,0,0,0,0
161,2013,0,0,64,0,16,0,1
161,2014,0,0,45,0,14,0,0
161,2015,0,0,4,0,0,0,0
162,2001,0,0,0,0,0,0,0
162,2002,0,0,0,0,0,0,0
163,1998,0,0,0,0,0,0,0
163,1999,0,0,0,0,0,3,0
163,2000,0,15,0,0,0,30,0
163,2001,0,0,0,0,0,32,0
163,2002,0,10,0,0,0,33,0
163,2003,0,0,0,0,0,27,0
163,2004,0,0,0,0,0,31,0
163,2005,0,0,0,0,0,16,0
163,2006,11,0,0,0,0,22,0
163,2007,0,0,0,0,0,24,0
163,2008,0,0,0,0,0,42,0
163,2009,0,0,0,0,0,32,0
163,2010,0,0,0,0,0,33,0
163,2011,14,0,0,0,0,48,1
163,2012,0,0,0,0,0,33,0
163,2013,0,0,0,0,0,19,0
167,1999,0,0,0,0,0,0,0
167,2000,0,0,0,0,0,0,0
167,2001,0,0,0,0,0,0,0
167,2002,0,0,0,0,0,0,0
167,2003,0,0,0,0,0,0,0
169,1985,0,0,32,0,0,0,0
169,1986,0,0,67,0,0,0,0
170,2006,0,0,0,0,0,0,0
170,2007,0,0,0,0,0,0,0
171,2007,0,0,0,0,0,0,0
171,2008,0,0,0,0,10,0,0
171,2010,0,0,0,0,8,0,0
171,2011,0,0,0,0,0,0,0
176,2008,0,0,0,0,1,0,0
176,2009,0,0,0,0,1,0,0
176,2010,0,0,0,0,0,0,0
176,2011,0,0,0,0,2,0,0
176,2012,0,0,0,0,0,0,0
176,2013,0,0,0,0,0,0,0
176,2014,0,0,0,0,1,0,0
176,2015,0,0,0,0,0,0,0
176,2016,0,0,0,0,0,0,0
177,1950,1767,272,0,23,0,0,17
177,1951,1116,146,0,10,0,0,8
177,1952,964,87,0,10,0,0,9
178,1974,0,0,0,0,0,0,0
179,1994,0,0,0,0,0,0,0
179,1995,0,0,0,0,0,0,0
179,1996,0,0,0,0,0,0,0
181,1977,0,0,0,0,0,0,0
181,1978,0,0,0,0,0,0,0
181,1979,0,0,0,0,0,0,0
181,1980,0,0,0,0,0,0,0
181,1981,0,0,0,0,0,0,0
182,2011,0,0,0,0,1,0,0
182,2012,0,0,0,0,15,0,0
184,2016,0,0,0,0,0,0,0
184,2017,0,0,0,0,0,0,0
185,1995,0,0,0,0,0,0,0
185,1996,0,0,0,0,0,0,0
185,1997,0,0,0,0,0,0,0
185,1998,0,0,0,0,0,0,0
185,1999,0,0,0,0,0,0,0
185,2000,0,0,0,0,0,0,0
185,2001,0,0,0,0,0,0,0
185,2002,0,0,0,0,0,0,0
185,2003,0,0,0,0,0,0,0
185,2004,0,0,0,0,0,0,0
185,2005,0,0,0,0,0,0,0
185,2006,0,0,0,0,0,0,0
185,2007,0,0,0,0,0,0,0
185,2008,0,0,0,0,0,0,0
185,2009,0,0,0,0,0,0,0
185,2010,0,0,0,0,0,0,0
186,1987,0,0,0,0,0,0,0
187,1984,0,0,0,0,0,0,0
187,1985,0,0,0,0,0,0,0
187,1986,0,0,0,0,0,0,0
187,1987,0,0,0,0,0,0,0
187,1988,0,0,0,0,0,0,0
187,1989,0,0,0,0,0,0,0
187,1990,0,0,0,0,0,0,0
187,1991,0,0,0,0,0,0,0
188,2006,0,0,0,0,0,0,0
189,1964,0,22,0,0,0,0,0
189,1968,0,0,0,0,0,0,0
189,1969,0,0,0,0,0,0,0
189,1970,0,0,0,0,0,0,0
189,1971,0,0,0,0,0,0,0
189,1972,0,0,0,0,0,0,0
189,1973,0,0,0,0,0,0,0
189,1974,0,0,0,0,0,0,0
192,1971,0,0,0,0,0,0,0
192,1972,0,0,0,0,0,0,0
192,1974,0,0,0,0,0,0,0
193,1994,0,0,0,0,0,0,0
193,1995,0,0,0,0,0,0,0
193,1996,0,0,0,0,0,0,0
193,1997,0,0,0,0,0,0,0
193,1998,0,0,0,0,0,0,0
193,1999,0,0,0,0,0,0,0
193,2000,0,0,0,0,0,0,0
193,2001,0,0,0,0,0,0,0
194,1950,0,64,41,0,0,0,0
194,1952,0,36,22,0,0,0,1
195,1980,0,0,0,0,0,0,0
196,2002,0,0,0,0,0,0,0
197,1970,0,0,0,0,0,0,0
197,1971,0,0,0,0,0,0,0
197,1972,0,0,0,0,0,0,0
197,1973,0,0,0,0,0,0,0
198,1993,0,0,0,0,0,0,0
198,1995,0,0,0,0,0,0,0
199,1994,0,0,0,0,0,0,0
199,1996,0,0,0,0,0,0,0
200,1997,0,0,0,0,0,0,0
200,1998,0,0,0,0,0,0,0
200,1999,0,0,0,0,0,0,0
202,1993,0,0,0,0,0,0,0
203,1970,0,0,0,0,0,0,0
203,1971,0,0,0,0,0,0,0
205,1994,0,0,0,0,0,0,0
205,1995,0,0,0,0,0,0,0
205,1996,0,0,0,0,0,0,0
205,1997,0,0,0,0,0,0,0
205,1998,0,0,0,0,0,0,0
205,1999,0,0,0,0,0,0,0
205,2000,0,0,0,0,0,0,0
205,2001,0,0,0,0,0,0,0
205,2002,0,0,0,0,0,0,0
205,2003,0,0,0,0,0,0,0
205,2004,0,0,0,0,0,0,0
205,2005,0,0,0,0,0,0,0
206,1989,0,0,0,0,0,0,0
206,1990,0,0,0,0,0,0,0
206,1991,0,0,0,0,0,0,0
206,1992,0,0,0,0,0,0,0
206,1993,0,0,0,0,0,0,0
207,1979,0,286,91,0,0,0,1
207,1980,0,702,192,0,0,0,2
207,1981,0,403,300,0,0,0,5
207,1982,0,221,85,0,0,0,2
207,1983,0,523,187,0,0,0,3
207,1984,0,479,203,0,0,0,2
207,1985,0,156,110,0,0,0,2
208,2015,0,0,0,0,1,0,0
208,2016,0,0,0,0,5,0,0
208,2017,0,0,0,0,0,0,0
209,1977,0,0,0,0,0,0,0
209,1978,0,0,0,0,0,0,0
209,1979,0,0,0,0,0,0,0
209,1980,0,0,0,0,0,0,0
209,1981,0,0,0,0,0,0,0
209,1982,0,0,0,0,0,0,0
